repeat,dim,bottleneck,ratio,spearman,pvalue,final_loss
12,80,32,0.4,0.21634265172342654,3.1441168014873304e-106,27.70259532928467
12,56,24,0.4286,0.22042644130426442,2.6487310409121947e-110,20.080129194259644
12,64,28,0.4375,0.25917882261578823,3.326363731793312e-153,20.60904803276062
12,64,32,0.5,0.2868143639521436,1.1847004287648815e-188,21.704210329055787
12,56,32,0.5714,0.25918105967981064,3.305728347369238e-153,18.597427892684937
12,48,28,0.5833,0.3359484473634845,2.4257607728763175e-262,15.903804898262024
12,40,24,0.6,0.38357587944775884,0.0,10.665419387817384
12,32,20,0.625,0.4010537103385371,0.0,9.563714957237243
12,48,32,0.6667,0.3115119072911191,6.248615464793163e-224,15.262013673782349
12,40,28,0.7,0.41841912412419124,0.0,10.886454272270203
12,28,20,0.7143,0.46122398399223985,0.0,4.883243882656098
12,32,24,0.75,0.3792518586845186,0.0,8.876437664031982
12,40,32,0.8,0.37180927467409275,0.0,10.327200102806092
12,24,20,0.8333,0.5224978559449787,0.0,3.1561477720737456
12,28,24,0.8571,0.44369907076499066,0.0,6.736132037639618
12,32,28,0.875,0.47485562496855627,0.0,7.574795436859131
12,32,32,1.0,0.42542589243025897,0.0,7.1078643798828125
13,200,2,0.01,0.015232067752767663,0.12773250909494552,62.69526796340942
13,160,6,0.0375,0.09114984145709225,6.671270015566494e-20,51.03087844848633
13,192,12,0.0625,0.07902776857206147,2.4891119096722113e-15,60.61566801071167
13,176,16,0.0909,0.08255287546772223,1.3580175061328952e-16,54.58284406661987
13,200,24,0.12,0.07169659531421646,7.073769623491651e-13,63.12904777526855
13,192,28,0.1458,0.09815576030489816,7.714444672763495e-23,60.492943572998044
13,160,28,0.175,0.11083058014591797,1.0494976162368098e-28,50.99234647750855
13,160,32,0.2,0.15104044405984587,4.158963943214373e-52,50.89175367355347
13,96,20,0.2083,0.16898110960433846,5.986834047406002e-65,31.996277570724487
13,128,32,0.25,0.13722809331736674,3.0791214246511827e-43,41.56481437683105
13,112,32,0.2857,0.19358386587203805,4.91272183060641e-85,36.5264214515686
13,64,20,0.3125,0.25948612127086124,1.414086388327259e-153,21.05032362937927
13,56,20,0.3571,0.2649991196139912,2.5129840352380593e-160,20.165710067749025
13,80,32,0.4,0.21130602514906027,2.558448799562336e-101,26.83450140953064
13,56,24,0.4286,0.2667565919795659,1.6370138245002347e-162,16.234348201751708
13,64,28,0.4375,0.23574404510944047,2.4570721046986277e-126,21.937759828567504
13,64,32,0.5,0.2687008492858146,5.972982579496233e-165,21.053408813476562
13,56,32,0.5714,0.27561148440811484,8.817461850577287e-174,18.57676491737366
13,48,28,0.5833,0.3081057175290572,7.397852162480895e-219,15.686156582832336
13,40,24,0.6,0.3177045300810453,2.502687668972807e-233,12.919073486328125
13,32,20,0.625,0.3945836558018366,0.0,6.448500835895539
13,48,32,0.6667,0.30680139468801393,6.222700546414684e-217,15.318301177024841
13,40,28,0.7,0.350986898753869,8.63921992604393e-288,11.829093503952027
13,28,20,0.7143,0.42173809590538097,0.0,6.573110032081604
13,32,24,0.75,0.3847812839718128,0.0,8.324520003795623
13,40,32,0.8,0.35169891214898913,4.970623577354457e-289,11.33344750404358
13,24,20,0.8333,0.3777096044850961,0.0,4.554563963413239
13,28,24,0.8571,0.4009355319493554,0.0,9.251773750782013
13,32,28,0.875,0.4023791521597915,0.0,9.522573113441467
13,32,32,1.0,0.42752955236729556,0.0,9.66080138683319
14,200,2,0.01,0.045450415953950926,5.4461760294134205e-06,63.33882217407226
14,160,6,0.0375,0.050491020568865556,4.3791130338539157e-07,51.20631160736084
14,192,12,0.0625,0.0903063787014806,1.4561029544284679e-19,59.02935819625854
14,176,16,0.0909,0.09757190471999584,1.3814728266689797e-22,54.26696939468384
14,200,24,0.12,0.0787774549621447,3.045622528288198e-15,61.98419637680054
14,192,28,0.1458,0.09318990922208722,9.803038505288602e-21,60.74427785873413
14,160,28,0.175,0.09542713751265179,1.1400441221761794e-21,50.38898067474365
14,160,32,0.2,0.1302265373142795,4.471827646101444e-39,51.2102237701416
14,96,20,0.2083,0.16302972977029115,1.5998162959981955e-60,31.951638174057006
14,128,32,0.25,0.1238809500154165,1.6986694140481886e-35,41.40629863739014
14,112,32,0.2857,0.19504593637151538,2.5472512475267445e-86,35.90762557983398
14,64,20,0.3125,0.21277860590778608,9.667906107197782e-103,23.017662000656127
14,56,20,0.3571,0.27156293409962934,1.4135442724830347e-168,18.190571880340578
14,80,32,0.4,0.22050997650106893,2.181830932598942e-110,26.79740228652954
14,56,24,0.4286,0.2862077497860775,7.882701126215209e-188,17.531090927124023
14,64,28,0.4375,0.28253873663338736,6.78064922564929e-183,22.08227014541626
14,64,32,0.5,0.25754616447146167,3.0709699114453784e-151,22.324054574966432
14,56,32,0.5714,0.28694833701748335,7.790309151414822e-189,16.260158753395082
14,48,28,0.5833,0.32567051748470516,9.467822885644868e-246,14.393637561798096
14,40,24,0.6,0.3525730563817306,1.4776527446582237e-290,12.118945384025574
14,32,20,0.625,0.3328207260402073,3.1755587281180892e-257,11.304707312583924
14,48,32,0.6667,0.3261271854812719,1.7890844966994571e-246,16.37851176261902
14,40,28,0.7,0.37928883918088846,0.0,10.718096828460693
14,28,20,0.7143,0.4920963553209636,0.0,7.035673785209656
14,32,24,0.75,0.44158232503182326,0.0,8.692096066474914
14,40,32,0.8,0.34203004677630044,1.8328120358537025e-272,10.619232058525085
14,24,20,0.8333,0.5351513858155138,0.0,4.398413759469986
14,28,24,0.8571,0.422570202745702,0.0,5.12278254032135
14,32,28,0.875,0.4291664120956641,0.0,7.268612909317016
14,32,32,1.0,0.4345280909772809,0.0,8.931149911880492
15,200,2,0.01,0.03497585082691698,0.00046837793836396625,62.90878276824951
15,160,6,0.0375,0.08398525478698962,4.0190908236906436e-17,50.81553735733032
15,192,12,0.0625,0.05989158010208696,2.0500615721923206e-09,60.440269470214844
15,176,16,0.0909,0.0888660766142044,5.4300893406831725e-19,55.82571477890015
15,200,24,0.12,0.07829458253134772,4.486957420341607e-15,62.592747116088866
15,192,28,0.1458,0.0758808498304104,3.005281838605416e-14,61.017936325073244
15,160,28,0.175,0.08835003040543682,8.657488210127816e-19,51.043620872497556
15,160,32,0.2,0.11511798184562194,7.488454018105048e-31,50.70343141555786
15,96,20,0.2083,0.18061727438108086,4.345352850000886e-74,32.242580795288085
15,128,32,0.25,0.16478119833071173,8.289869631357e-62,41.64477567672729
15,112,32,0.2857,0.13973674383495446,8.763716094383724e-45,37.24327487945557
15,64,20,0.3125,0.2652618322086183,1.1870098841475144e-160,21.995568895339964
15,56,20,0.3571,0.17321149264011493,3.3801125852829862e-68,18.959637928009034
15,80,32,0.4,0.15661447081814472,6.166649933568267e-56,27.467354488372802
15,56,24,0.4286,0.2345752088817521,4.52802159697583e-125,19.469678831100463
15,64,28,0.4375,0.21188302603883025,7.109272849533113e-102,22.754889726638794
15,64,32,0.5,0.30099187212991874,1.771214066298747e-208,20.67275490760803
15,56,32,0.5714,0.2887553538075535,2.6683381122798858e-191,17.843513679504394
15,48,28,0.5833,0.24097241160972413,4.402758682521771e-132,15.965801453590393
15,40,24,0.6,0.3643126665791267,0.0,13.868551087379455
15,32,20,0.625,0.333370098129701,4.0492273658922882e-258,8.684359502792358
15,48,32,0.6667,0.3036748740007488,2.3332690991465832e-212,15.205495238304138
15,40,28,0.7,0.377814401014144,0.0,12.117298340797424
15,28,20,0.7143,0.4347051910830519,0.0,7.532051217556
15,32,24,0.75,0.4453389069493891,0.0,8.067324721813202
15,40,32,0.8,0.36837052186770525,0.0,11.507904362678527
15,24,20,0.8333,0.4773378739413787,0.0,4.88884357213974
15,28,24,0.8571,0.4640942946209429,0.0,7.8718263626098635
15,32,28,0.875,0.39095292191752923,0.0,7.266952669620514
15,32,32,1.0,0.39090330972903314,0.0,11.754659724235534
16,200,2,0.01,0.04260048024167959,2.031048449519426e-05,63.00442771911621
16,160,6,0.0375,0.060105829874377736,1.7958682987382274e-09,51.03278894424439
16,192,12,0.0625,0.08705995521325066,2.7461303649960334e-18,59.83467836380005
16,176,16,0.0909,0.10207431579959193,1.412377201997908e-24,54.825053691864014
16,200,24,0.12,0.06851471943662583,6.95018192111212e-12,62.65516920089722
16,192,28,0.1458,0.08845047577137854,7.90772677576732e-19,60.271302318573
16,160,28,0.175,0.09595988218582077,6.778728862542271e-22,51.57406053543091
16,160,32,0.2,0.120682727882412,9.230419359630009e-34,51.525269508361816
16,96,20,0.2083,0.12603466070641328,1.0854924952253077e-36,32.93875260353089
16,128,32,0.25,0.15412231485452774,3.3098790321093156e-54,41.69906492233277
16,112,32,0.2857,0.14480919291031627,5.358405763406217e-48,37.34674444198608
16,64,20,0.3125,0.23685413632054136,1.5206879816420289e-127,22.69391975402832
16,56,20,0.3571,0.21375315550953156,1.0912034236784113e-103,19.29235053062439
16,80,32,0.4,0.24574468774092134,1.8835424957730783e-137,26.863608884811402
16,56,24,0.4286,0.15818560550185606,4.83825090800777e-57,18.861832094192504
16,64,28,0.4375,0.2197415545040748,1.2947675226204593e-109,20.473680305480958
16,64,32,0.5,0.2715808905758089,1.3409753644999604e-168,20.156979417800905
16,56,32,0.5714,0.29500825503408257,5.676362755900349e-200,17.978911638259888
16,48,28,0.5833,0.3241514615055146,2.367469748120104e-243,12.804814291000366
16,40,24,0.6,0.3411674053356741,5.161237535522948e-271,12.668545031547547
16,32,20,0.625,0.4413730551817306,0.0,10.044734859466553
16,48,32,0.6667,0.35651770095717694,1.6556996603738935e-297,15.06376485824585
16,40,28,0.7,0.39256464711764644,0.0,12.423267936706543
16,28,20,0.7143,0.4200372093723721,0.0,9.269602489471435
16,32,24,0.75,0.4241243688772437,0.0,10.097133541107178
16,40,32,0.8,0.2807912187479122,1.4300894589981124e-180,12.34090061187744
16,24,20,0.8333,0.37580636214206364,0.0,5.870154309272766
16,28,24,0.8571,0.363631592760316,2.6974103999946e-310,6.773600590229035
16,32,28,0.875,0.3976176487361765,0.0,9.808375144004822
16,32,32,1.0,0.46225788871457885,0.0,9.84488525390625
17,200,2,0.01,0.04131017231957935,3.5920644832982226e-05,62.3003267288208
17,160,6,0.0375,0.08905557395842083,4.572165794148306e-19,51.4482780456543
17,192,12,0.0625,0.06347983002961133,2.1033634268989462e-10,60.84934167861938
17,176,16,0.0909,0.07816538331694184,4.975126864457706e-15,55.81425542831421
17,200,24,0.12,0.05250045481322937,1.4963190636658472e-07,62.62413759231568
17,192,28,0.1458,0.0811064635691812,4.547351175962764e-16,59.92361249923706
17,160,28,0.175,0.10773667044304469,3.303269852906921e-27,50.94895429611206
17,160,32,0.2,0.15380228500048068,5.493473861364895e-54,50.49459009170532
17,96,20,0.2083,0.12472899050159802,5.784644857637322e-36,31.670434141159056
17,128,32,0.25,0.149095634309575,8.337076210776752e-51,41.69473285675049
17,112,32,0.2857,0.14149883712480205,6.913675108361948e-46,38.02274389266968
17,64,20,0.3125,0.26593443450734433,1.7330445227150874e-161,21.3764986038208
17,56,20,0.3571,0.2787336503553365,7.416814610352759e-178,17.738940620422362
17,80,32,0.4,0.19760267675602675,1.3600709053539813e-88,25.81886968612671
17,56,24,0.4286,0.2787011286750113,8.183537829289814e-178,18.93866910934448
17,64,28,0.4375,0.3045192321571923,1.3748455312094796e-213,20.4489595413208
17,64,32,0.5,0.29692002515320026,1.1444320964745562e-202,20.664663076400757
17,56,32,0.5714,0.2617591575855916,2.4376821433381413e-156,19.68501420021057
17,48,28,0.5833,0.31204654209646543,9.84776965830899e-225,14.272094178199769
17,40,24,0.6,0.4154794270467943,0.0,12.426437497138977
17,32,20,0.625,0.44165822367658225,0.0,6.7321457862854
17,48,32,0.6667,0.2786678613506786,9.049785859324111e-178,17.56283531188965
17,40,28,0.7,0.31063060155430605,1.3029106119010922e-222,11.614957284927367
17,28,20,0.7143,0.36368041927280415,2.1980669248945e-310,9.206561970710755
17,32,24,0.75,0.4277382719213827,0.0,7.7328897356987
17,40,32,0.8,0.40268899149088994,0.0,9.596296048164367
17,24,20,0.8333,0.5105204166892042,0.0,3.751451402902603
17,28,24,0.8571,0.4706298725062987,0.0,7.830341994762421
17,32,28,0.875,0.34806514401665145,9.805901437210119e-283,8.416858351230621
17,32,32,1.0,0.4725227285732273,0.0,6.2975036144256595
18,200,2,0.01,0.06016535384633904,1.7308790744367854e-09,63.73597755432129
18,160,6,0.0375,0.07486347491567519,6.582903246118865e-14,50.759595489501955
18,192,12,0.0625,0.07894111283086203,2.669392455270945e-15,59.56453485488892
18,176,16,0.0909,0.0634771815886076,2.1070001775536108e-10,55.72922830581665
18,200,24,0.12,0.09314755416737032,1.0205597272349512e-20,62.18559789657593
18,192,28,0.1458,0.0687141472953307,6.040684906153269e-12,60.19986076354981
18,160,28,0.175,0.09324835460882729,9.273215679120475e-21,50.93888149261475
18,160,32,0.2,0.09342015498865738,7.874299100480733e-21,50.671579360961914
18,96,20,0.2083,0.13767807060975573,1.6341325111596933e-43,31.850306034088135
18,128,32,0.25,0.13745767563673525,2.229276551937789e-43,42.32535858154297
18,112,32,0.2857,0.15405381057062395,3.6893675797530725e-54,37.13552942276001
18,64,20,0.3125,0.23965907120059068,1.2604242728918804e-130,20.164893198013306
18,56,20,0.3571,0.22493504425735045,6.7213346271197235e-115,19.97940526008606
18,80,32,0.4,0.17705457628254576,3.195505461375289e-71,26.740118980407715
18,56,24,0.4286,0.3094822506468225,6.713761707510874e-221,17.814621257781983
18,64,28,0.4375,0.20248968966889688,5.024361363444428e-93,22.54269061088562
18,64,32,0.5,0.22081094373610946,1.0841956357431137e-110,20.403471612930296
18,56,32,0.5714,0.29569809763698096,6.078861346664548e-201,18.78592782020569
18,48,28,0.5833,0.32354127653541276,2.1560151704922448e-242,14.816614007949829
18,40,24,0.6,0.34161187424011874,9.255887198539892e-272,10.772511529922486
18,32,20,0.625,0.35135876429758767,1.9463626939363647e-288,8.065975964069366
18,48,32,0.6667,0.2593910394139104,1.842783070462504e-153,15.658050560951233
18,40,28,0.7,0.32747450444274506,1.2894632320599027e-248,13.515835428237915
18,28,20,0.7143,0.4376601236606012,0.0,8.296644461154937
18,32,24,0.75,0.44499290446592904,0.0,7.9752575039863585
18,40,32,0.8,0.35298934292589346,2.7589904490835646e-291,12.276586198806763
18,24,20,0.8333,0.4914246881342469,0.0,5.397212874889374
18,28,24,0.8571,0.4220402613204026,0.0,5.748567122220993
18,32,28,0.875,0.4252459243124593,0.0,9.488180088996888
18,32,32,1.0,0.42015329998953294,0.0,11.163626217842102
19,200,2,0.01,0.05105492852703634,3.2526647244343653e-07,62.92020320892334
19,160,6,0.0375,0.03225019976964221,0.0012577226918388735,51.17254810333252
19,192,12,0.0625,0.08053717694025767,7.274886854820406e-16,60.59047508239746
19,176,16,0.0909,0.11563391328155383,4.078725237017916e-31,55.52635440826416
19,200,24,0.12,0.07520705223188483,5.057310699756522e-14,62.617813205718996
19,192,28,0.1458,0.08387447570774827,4.4191975821171784e-17,60.3893928527832
19,160,28,0.175,0.12251645509440053,9.462975642981473e-35,51.26403617858887
19,160,32,0.2,0.08085481747377701,5.599363341953057e-16,50.97536010742188
19,96,20,0.2083,0.13348678341825332,5.498445543262863e-41,32.92779965400696
19,128,32,0.25,0.1517689754178209,1.3388508834946576e-52,42.13814792633057
19,112,32,0.2857,0.13918468581516,1.9289425094575444e-44,37.234516334533694
19,64,20,0.3125,0.2002937927509379,5.095536834528932e-91,22.694072246551514
19,56,20,0.3571,0.23062395787423956,7.6235227141840415e-121,18.908882427215577
19,80,32,0.4,0.18337329051538326,2.3931357028398127e-76,27.517356157302856
19,56,24,0.4286,0.22338316491783167,2.6353157645097014e-113,19.551782751083373
19,64,28,0.4375,0.26331179420911793,3.0441451622545597e-158,21.109043073654174
19,64,32,0.5,0.25455912766435496,1.1125880784287506e-147,21.263790082931518
19,56,32,0.5714,0.27441444737614445,3.1160141462338426e-172,18.26394329071045
19,48,28,0.5833,0.33563926128839255,7.822498846136464e-262,16.660755467414855
19,40,24,0.6,0.25189069743490694,1.534360427572157e-144,12.175430178642273
19,32,20,0.625,0.4410256110782561,0.0,7.451905155181885
19,48,32,0.6667,0.3107591384035914,8.371512006376077e-223,16.422383069992065
19,40,28,0.7,0.37732820167728204,0.0,13.976961708068847
19,28,20,0.7143,0.43435229852352303,0.0,7.144125092029571
19,32,24,0.75,0.4310852109388521,0.0,7.524921286106109
19,40,32,0.8,0.34100890608208906,9.519264260311892e-271,11.864485049247742
19,24,20,0.8333,0.5054424365304244,0.0,6.241608679294586
19,28,24,0.8571,0.4004043392480434,0.0,5.903000736236573
19,32,28,0.875,0.3856462891244629,0.0,6.170055258274078
19,32,32,1.0,0.4597236797652368,0.0,10.599453997611999
20,200,2,0.01,0.033911985063723026,0.0006944775831836025,62.90243158340454
20,160,6,0.0375,0.08785335393511373,1.352906928794742e-18,51.72625150680542
20,192,12,0.0625,0.0686541907811401,6.301100279579168e-12,60.38622007369995
20,176,16,0.0909,0.06017572483679514,1.7197927274725832e-09,55.93026065826416
20,200,24,0.12,0.07816307704520663,4.984299534225695e-15,62.51681671142578
20,192,28,0.1458,0.07331394385028106,2.1302489703141118e-13,60.17506561279297
20,160,28,0.175,0.13019860461861507,4.6413304736902364e-39,50.9696849822998
20,160,32,0.2,0.07995992430971394,1.1676285071228013e-15,50.022512912750244
20,96,20,0.2083,0.17296622291357913,5.2429040190902886e-68,31.211986303329468
20,128,32,0.25,0.14960609096536231,3.8103309080686106e-51,41.11966342926026
20,112,32,0.2857,0.16615606724267665,7.931306688439355e-63,36.890088653564455
20,64,20,0.3125,0.18620275593802754,1.051545151368029e-78,19.50572714805603
20,56,20,0.3571,0.24738219759782198,2.543951967772469e-139,17.795634031295776
20,80,32,0.4,0.1748218308082183,1.8628587074545311e-69,28.093037843704224
20,56,24,0.4286,0.26699949618599494,8.139433995942507e-163,18.1512113571167
20,64,28,0.4375,0.2309915810579158,3.1067679430786094e-121,21.474524450302123
20,64,32,0.5,0.18388789049087892,8.976947225103963e-77,21.74929928779602
20,56,32,0.5714,0.2716198803641988,1.195957053372126e-168,18.949507856369017
20,48,28,0.5833,0.3354198378901984,1.7941583332091295e-261,15.876556038856506
20,40,24,0.6,0.24448703061287028,5.026883938376431e-136,13.797143840789795
20,32,20,0.625,0.38395490447954905,0.0,6.457040059566498
20,48,32,0.6667,0.3323226171952262,2.0474568056154362e-256,16.218907165527344
20,40,28,0.7,0.35705404438254046,1.8460042365287085e-298,10.09382255077362
20,28,20,0.7143,0.42982301563423014,0.0,6.643595814704895
20,32,24,0.75,0.4774014692740147,0.0,10.32818582057953
20,40,32,0.8,0.362177398185774,1.1795179559240215e-307,12.620454812049866
20,24,20,0.8333,0.4543577275875773,0.0,6.897041368484497
20,28,24,0.8571,0.4788522380165224,0.0,7.122569525241852
20,32,28,0.875,0.4263920884959209,0.0,10.588555002212525
20,32,32,1.0,0.45122847643228475,0.0,6.323091089725494
21,200,2,0.01,0.033552899955586225,0.000791313773378339,63.21018619537354
21,160,6,0.0375,0.09454524833505032,2.6785798609775753e-21,51.44952735900879
21,192,12,0.0625,0.08937657199406561,3.4138899858396415e-19,59.81515674591064
21,176,16,0.0909,0.09560660744264723,9.572021260640795e-22,55.57369766235352
21,200,24,0.12,0.0814798351640911,3.3354177061803926e-16,63.062522315979
21,192,28,0.1458,0.09821008377488288,7.306083701268453e-23,59.986138916015626
21,160,28,0.175,0.10160328590610102,2.303513684051523e-24,50.95111560821533
21,160,32,0.2,0.11545196214097024,5.054961150932665e-31,50.68810663223267
21,96,20,0.2083,0.16217343791720146,6.719317287981463e-60,31.81109824180603
21,128,32,0.25,0.10244273012969368,9.618443181161925e-25,41.49612979888916
21,112,32,0.2857,0.13438115882649326,1.613411776749072e-41,37.111325073242185
21,64,20,0.3125,0.2274072594540726,1.836494436471607e-117,22.007955408096315
21,56,20,0.3571,0.31211853374518533,7.676378103740764e-225,18.33010139465332
21,80,32,0.4,0.23738299260982992,4.0191356189799044e-128,26.162699699401855
21,56,24,0.4286,0.28510727911907274,2.42430646659775e-186,19.48459792137146
21,64,28,0.4375,0.20181250837412507,2.100165047193607e-92,21.731041955947877
21,64,32,0.5,0.20760002075711417,8.724795035202003e-98,19.254814910888673
21,56,32,0.5714,0.27329234644492345,8.666317969317266e-171,15.65107090473175
21,48,28,0.5833,0.3630292389182924,3.360998138050576e-309,13.863098502159119
21,40,24,0.6,0.36588094869480947,0.0,13.04445035457611
21,32,20,0.625,0.384713900347139,0.0,9.189087975025178
21,48,32,0.6667,0.36121099316410993,6.592449917256459e-306,15.448885107040406
21,40,28,0.7,0.3746217964702179,0.0,12.626657700538635
21,28,20,0.7143,0.3569182244931822,3.2186588126722045e-298,9.170424365997315
21,32,24,0.75,0.42206418244464183,0.0,9.757270455360413
21,40,32,0.8,0.40569843502898434,0.0,9.727865266799927
21,24,20,0.8333,0.41880987327609875,0.0,5.247691881656647
21,28,24,0.8571,0.33549923209899235,1.3287681586774159e-261,6.374597334861756
21,32,28,0.875,0.4000713456167134,0.0,8.020556139945985
21,32,32,1.0,0.44455800415758007,0.0,10.511007905006409
22,200,2,0.01,0.04274994057909355,1.8992740090921944e-05,63.27773637771607
22,160,6,0.0375,0.09450439844345544,2.7861573384934226e-21,51.098102474212645
22,192,12,0.0625,0.08568478458058913,9.227330842342762e-18,60.14169578552246
22,176,16,0.0909,0.08453638024411644,2.5019678947371892e-17,55.775468254089354
22,200,24,0.12,0.07552293431467658,3.964592467515465e-14,62.56667518615723
22,192,28,0.1458,0.0779373572240459,5.9674280147032696e-15,60.363603591918945
22,160,28,0.175,0.09012997020193911,1.7127497436016712e-19,50.45359916687012
22,160,32,0.2,0.1240681834363594,1.3399818043323416e-35,51.0597357749939
22,96,20,0.2083,0.16874475482633522,9.040377301560216e-65,32.1681622505188
22,128,32,0.25,0.1349676814581745,7.187199001410929e-42,41.66563034057617
22,112,32,0.2857,0.1718815558451101,3.624387320687881e-67,35.96359529495239
22,64,20,0.3125,0.16105810495458103,4.30501228363676e-59,21.64704875946045
22,56,20,0.3571,0.20914264501542645,3.009484176456247e-99,19.84493718147278
22,80,32,0.4,0.2264532639520056,1.8066053967757085e-116,26.67987928390503
22,56,24,0.4286,0.23801652522416525,8.127300539820188e-129,17.809250164031983
22,64,28,0.4375,0.285254199284542,1.53578654621415e-186,20.30115714073181
22,64,32,0.5,0.25017860270978604,1.5156526390101369e-142,20.395357942581178
22,56,32,0.5714,0.26126621489666213,9.741456069752031e-156,19.38171319961548
22,48,28,0.5833,0.23056712522567122,8.757145719803811e-121,16.065841102600096
22,40,24,0.6,0.31044785032447847,2.4428016078090306e-222,11.581619596481323
22,32,20,0.625,0.4358358401303584,0.0,9.187948632240296
22,48,32,0.6667,0.2822336611583366,1.7306878890510348e-182,16.804030418395996
22,40,28,0.7,0.39357448799974487,0.0,11.619629335403442
22,28,20,0.7143,0.4144812253848122,0.0,9.058416867256165
22,32,24,0.75,0.44033925032339255,0.0,5.2922812640666965
22,40,32,0.8,0.41176279411362793,0.0,12.438957786560058
22,24,20,0.8333,0.49092546351725463,0.0,3.739265149831772
22,28,24,0.8571,0.39198588421985886,0.0,8.669834005832673
22,32,28,0.875,0.4104405391204054,0.0,7.8314749002456665
22,32,32,1.0,0.4221258693092587,0.0,8.614250230789185
23,200,2,0.01,0.04746031886760335,2.053221586690537e-06,62.54932317733765
23,160,6,0.0375,0.057236853703542034,1.0182212238298351e-08,51.548766708374025
23,192,12,0.0625,0.05923381034684395,3.069348485710015e-09,60.67231712341309
23,176,16,0.0909,0.06013002578472071,1.769168996066759e-09,55.56889762878418
23,200,24,0.12,0.08135211529860042,3.709065011970322e-16,62.7630578994751
23,192,28,0.1458,0.10258592821967037,8.281159243297383e-25,59.56784009933472
23,160,28,0.175,0.08380813827353555,4.677337284594854e-17,50.85377779006958
23,160,32,0.2,0.0999187927953845,1.3003514123188584e-23,50.260102367401124
23,96,20,0.2083,0.17257076591038967,1.0625477935287213e-67,31.14578938484192
23,128,32,0.25,0.17145001052342854,7.793885043988086e-67,40.88782548904419
23,112,32,0.2857,0.12646943417300666,6.193665854249498e-37,36.839016914367676
23,64,20,0.3125,0.28022857402228574,7.944370503710593e-180,21.134861707687378
23,56,20,0.3571,0.26154996467949965,4.3899525137467966e-156,16.59012770652771
23,80,32,0.4,0.1947887595398876,4.294360713831761e-86,27.427752876281737
23,56,24,0.4286,0.2622300103143001,6.472613371235508e-157,18.384366941452026
23,64,28,0.4375,0.29332743397727434,1.2789140266082164e-197,21.53633403778076
23,64,32,0.5,0.28091492448114924,9.803850505035842e-181,21.73066668510437
23,56,32,0.5714,0.2760563133365631,2.3334777733988493e-174,19.48124418258667
23,48,28,0.5833,0.26934737399347375,9.141279982109499e-166,13.823172998428344
23,40,24,0.6,0.36456379938963795,0.0,11.214163374900817
23,32,20,0.625,0.3942756496267565,0.0,6.985685622692108
23,48,32,0.6667,0.3507190715431907,2.5240511425448496e-287,14.351254200935363
23,40,28,0.7,0.4213058106370581,0.0,10.927653241157532
23,28,20,0.7143,0.47893970235739697,0.0,4.141229116916657
23,32,24,0.75,0.46659240332192403,0.0,7.972425222396851
23,40,32,0.8,0.31277293500772935,7.950617501120166e-226,11.946971869468689
23,24,20,0.8333,0.4176996436809964,0.0,6.4452930092811584
23,28,24,0.8571,0.40620934921809354,0.0,8.611992979049683
23,32,28,0.875,0.4617847250258472,0.0,7.613972759246826
23,32,32,1.0,0.4272556511885565,0.0,6.774540877342224
24,200,2,0.01,0.03190931032073756,0.0014161219370407284,62.74906187057495
24,160,6,0.0375,0.09193612391706713,3.201727732591302e-20,51.395646476745604
24,192,12,0.0625,0.06790181169222803,1.066883721385045e-11,59.48553304672241
24,176,16,0.0909,0.06750559269755452,1.40466556589097e-11,55.40804777145386
24,200,24,0.12,0.08097884948514189,5.053897144014089e-16,62.57158613204956
24,192,28,0.1458,0.08087131446576916,5.523598851232973e-16,60.88070297241211
24,160,28,0.175,0.10516035628751338,5.416507827034944e-26,51.20403928756714
24,160,32,0.2,0.1086898867579745,1.1534163384392046e-27,51.20153493881226
24,96,20,0.2083,0.18931151078102268,2.4413475073213553e-81,31.773985195159913
24,128,32,0.25,0.11864528172996243,1.113098995330876e-32,41.34173164367676
24,112,32,0.2857,0.14522892588397007,2.8695478060521335e-48,36.1118203163147
24,64,20,0.3125,0.18641934280019343,6.915307364862947e-79,21.30791311264038
24,56,20,0.3571,0.26021038136210384,1.8746861472128456e-154,18.218005228042603
24,80,32,0.4,0.21492736755727365,7.764170107095596e-105,26.594720220565797
24,56,24,0.4286,0.3217318697053187,1.4636080879077234e-239,19.03833317756653
24,64,28,0.4375,0.2456993388809934,2.121041440824085e-137,22.392757844924926
24,64,32,0.5,0.23344354893043548,7.489984430401244e-124,21.96341390609741
24,56,32,0.5714,0.31773813122138134,2.2222906946731406e-233,19.123474740982054
24,48,28,0.5833,0.2585260041412601,2.0393718192503078e-152,15.363641738891602
24,40,24,0.6,0.3909114402691144,0.0,8.959216761589051
24,32,20,0.625,0.44418092707380924,0.0,6.876156544685363
24,48,32,0.6667,0.29745383740653836,2.0055989089121007e-203,16.29637916088104
24,40,28,0.7,0.2620891081008911,9.628100237626496e-157,10.84480791091919
24,28,20,0.7143,0.4299682268436823,0.0,7.768878400325775
24,32,24,0.75,0.3812505615925056,0.0,7.800248694419861
24,40,32,0.8,0.3804995224809952,0.0,11.959119367599488
24,24,20,0.8333,0.43245796681657966,0.0,6.211579883098603
24,28,24,0.8571,0.46708540179885405,0.0,7.677456653118133
24,32,28,0.875,0.39404672855246725,0.0,7.316211819648743
24,32,32,1.0,0.4528796243567962,0.0,9.747720193862914
25,200,2,0.01,0.0416317936239799,3.1208440823412146e-05,63.746564865112305
